iter	Passed	Remaining
185	543	2377
186	545	2370
187	547	2363
188	549	2356
189	551	2350
190	553	2344
191	555	2337
192	557	2330
193	559	2325
194	561	2319
195	563	2312
196	565	2306
197	568	2301
198	570	2294
199	572	2289
200	574	2282
201	576	2277
202	578	2271
203	580	2265
204	582	2258
205	584	2252
206	586	2247
207	588	2241
208	590	2235
209	592	2229
210	594	2223
211	596	2217
212	598	2211
213	600	2205
214	602	2200
215	604	2194
216	606	2189
217	608	2183
218	610	2178
219	612	2172
220	614	2166
221	616	2162
222	618	2156
223	620	2150
224	622	2145
225	624	2140
226	626	2134
227	628	2129
228	631	2124
229	633	2119
230	635	2114
231	636	2108
232	639	2104
233	641	2098
234	643	2093
235	645	2088
236	647	2084
237	649	2079
238	651	2073
239	653	2068
240	655	2064
241	657	2059
242	659	2054
243	661	2049
244	663	2044
245	665	2039
246	667	2035
247	669	2030
248	671	2025
249	673	2020
250	675	2015
251	677	2011
252	679	2006
253	681	2002
254	683	1997
255	685	1993
256	687	1988
257	690	1984
258	692	1980
259	694	1976
260	696	1971
261	698	1967
262	700	1962
263	702	1958
264	704	1953
265	706	1949
266	708	1945
267	711	1943
268	714	1940
269	716	1937
270	718	1933
271	721	1930
272	723	1925
273	725	1922
274	727	1918
275	729	1913
276	731	1909
277	733	1905
278	735	1900
279	737	1896
280	739	1892
281	741	1888
282	743	1883
283	745	1879
284	747	1875
285	749	1871
286	751	1867
287	753	1863
288	755	1859
289	757	1855
290	759	1850
291	761	1846
292	763	1842
293	765	1838
294	767	1835
295	770	1831
296	772	1828
297	774	1825
298	777	1821
299	779	1817
300	781	1814
301	783	1810
302	785	1806
303	787	1803
304	789	1799
305	791	1795
306	794	1792
307	797	1790
308	799	1788
309	802	1786
310	805	1784
311	807	1781
312	811	1782
313	815	1781
314	818	1780
315	821	1778
316	824	1776
317	827	1775
318	830	1773
319	833	1771
320	836	1770
321	840	1770
322	843	1768
323	846	1765
324	848	1761
325	850	1759
326	852	1755
327	854	1751
328	857	1748
329	859	1744
330	861	1740
331	863	1736
332	865	1732
333	867	1728
334	869	1725
335	871	1721
336	873	1718
337	875	1714
338	877	1711
339	879	1707
340	881	1703
341	883	1700
342	885	1696
343	887	1693
344	890	1689
345	891	1685
346	893	1682
347	895	1678
348	898	1675
349	900	1671
350	902	1668
351	904	1664
352	906	1661
353	908	1657
354	910	1654
355	912	1651
356	915	1648
357	917	1644
358	919	1641
359	921	1638
360	923	1635
361	926	1632
362	928	1629
363	930	1626
364	932	1623
365	935	1619
366	937	1616
367	939	1613
368	941	1610
369	944	1607
370	946	1604
371	948	1601
372	950	1598
373	953	1595
374	955	1591
375	956	1588
376	959	1585
377	961	1582
378	963	1578
379	965	1575
380	968	1573
381	970	1570
382	973	1567
383	975	1564
384	977	1561
385	979	1558
386	981	1555
387	983	1552
388	986	1548
389	988	1545
390	990	1542
391	992	1538
392	994	1535
393	996	1532
394	998	1528
395	1000	1525
396	1002	1522
397	1004	1519
398	1007	1517
399	1009	1514
400	1012	1511
401	1014	1509
402	1017	1507
403	1020	1505
404	1022	1502
405	1025	1500
406	1027	1497
407	1030	1494
408	1032	1492
409	1035	1490
410	1038	1487
411	1040	1485
412	1043	1482
413	1045	1480
414	1048	1478
415	1051	1475
416	1053	1473
417	1056	1470
418	1058	1467
419	1060	1465
420	1063	1462
421	1065	1459
422	1067	1456
423	1070	1453
424	1072	1450
425	1074	1447
426	1076	1444
427	1078	1442
428	1081	1438
429	1083	1435
430	1085	1433
431	1087	1429
432	1089	1426
433	1092	1424
434	1094	1421
435	1096	1418
436	1098	1415
437	1100	1412
438	1102	1409
439	1105	1406
440	1107	1403
441	1109	1400
442	1111	1397
443	1113	1394
444	1116	1391
445	1118	1389
446	1120	1386
447	1122	1383
448	1125	1380
449	1127	1377
450	1129	1374
451	1131	1371
452	1133	1369
453	1136	1366
454	1138	1363
455	1140	1360
456	1142	1357
457	1144	1354
458	1146	1351
459	1148	1348
460	1151	1346
461	1153	1343
462	1155	1340
463	1157	1337
464	1159	1334
465	1162	1331
466	1164	1329
467	1166	1326
468	1169	1323
469	1171	1320
470	1173	1317
471	1175	1315
472	1177	1311
473	1180	1309
474	1182	1306
475	1184	1303
476	1186	1300
477	1188	1297
478	1190	1294
479	1192	1291
480	1194	1288
481	1196	1286
482	1198	1283
483	1200	1280
484	1202	1277
485	1204	1274
486	1206	1271
487	1208	1268
488	1210	1265
489	1212	1262
490	1215	1259
491	1217	1256
492	1219	1254
493	1221	1251
494	1223	1248
495	1225	1245
496	1227	1242
497	1230	1239
498	1232	1236
499	1234	1234
500	1236	1231
501	1238	1228
502	1240	1226
503	1242	1223
504	1244	1220
505	1247	1217
506	1249	1214
507	1251	1211
508	1253	1209
509	1255	1206
510	1257	1203
511	1259	1200
512	1261	1197
513	1263	1194
514	1265	1192
515	1267	1189
516	1269	1186
517	1272	1183
518	1274	1180
519	1276	1178
520	1278	1175
521	1280	1172
522	1282	1169
523	1284	1167
524	1286	1164
525	1289	1161
526	1291	1158
527	1293	1156
528	1295	1153
529	1297	1150
530	1301	1149
531	1305	1148
532	1307	1145
533	1310	1143
534	1336	1161
535	1343	1163
536	1347	1161
537	1350	1159
538	1354	1158
539	1357	1156
540	1360	1154
541	1364	1153
542	1368	1151
543	1372	1150
544	1375	1148
545	1379	1146
546	1383	1145
547	1388	1144
548	1391	1142
549	1394	1141
550	1398	1139
551	1401	1137
552	1404	1135
553	1407	1133
554	1412	1132
555	1415	1130
556	1420	1129
557	1429	1131
558	1433	1130
559	1436	1128
560	1442	1128
561	1446	1127
562	1449	1125
563	1453	1123
564	1456	1121
565	1459	1119
566	1462	1116
567	1465	1114
568	1468	1112
569	1472	1110
570	1476	1109
571	1480	1107
572	1484	1106
573	1487	1103
574	1490	1102
575	1493	1099
576	1497	1097
577	1500	1095
578	1503	1093
579	1506	1090
580	1509	1088
581	1512	1086
582	1515	1084
583	1518	1081
584	1521	1079
585	1524	1077
586	1527	1074
587	1532	1073
588	1535	1071
589	1538	1069
590	1541	1067
591	1544	1064
592	1547	1062
593	1551	1060
594	1554	1058
595	1557	1055
596	1562	1054
597	1565	1052
598	1568	1049
599	1571	1047
600	1574	1045
601	1577	1043
602	1580	1040
603	1583	1038
604	1586	1035
605	1589	1033
606	1592	1031
607	1595	1028
608	1598	1026
609	1601	1024
610	1604	1021
611	1608	1019
612	1610	1016
613	1613	1014
614	1617	1012
615	1620	1010
616	1623	1008
617	1626	1005
618	1629	1003
619	1634	1002
620	1638	999
621	1646	1000
622	1649	998
623	1653	996
624	1655	993
625	1659	991
626	1662	988
627	1665	986
628	1668	984
629	1672	982
630	1675	979
631	1678	977
632	1683	975
633	1686	973
634	1689	971
635	1698	971
636	1703	970
637	1707	968
638	1712	967
639	1716	965
640	1721	963
641	1724	961
642	1727	959
643	1730	956
644	1734	954
645	1737	952
646	1740	949
647	1744	947
648	1747	945
649	1751	942
650	1754	940
651	1758	938
652	1761	936
653	1765	933
654	1768	931
655	1771	928
656	1774	926
657	1778	924
658	1781	921
659	1784	919
660	1788	917
661	1791	914
662	1796	913
663	1800	910
664	1803	908
665	1806	906
666	1809	903
667	1813	901
668	1818	899
669	1822	897
670	1826	895
671	1830	893
672	1833	890
673	1837	888
674	1840	886
675	1843	883
676	1848	881
677	1851	879
678	1855	877
679	1858	874
680	1861	872
681	1866	870
682	1871	868
683	1874	865
684	1878	863
685	1882	861
686	1886	859
687	1889	857
688	1893	854
689	1897	852
690	1901	850
691	1905	848
692	1909	845
693	1913	843
694	1916	841
695	1921	839
696	1924	836
697	1928	834
698	1932	832
699	1936	829
700	1940	827
701	1944	825
702	1948	823
703	1951	820
704	1955	818
705	1959	815
706	1963	813
707	1967	811
708	1971	809
709	1975	806
710	1978	804
711	1981	801
712	1985	799
713	1988	796
714	1991	793
715	1995	791
716	1999	789
717	2002	786
718	2005	783
719	2009	781
720	2012	778
721	2016	776
722	2019	773
723	2022	771
724	2026	768
725	2030	766
726	2034	763
727	2037	761
728	2040	758
729	2044	756
730	2047	753
731	2050	750
732	2054	748
733	2058	745
734	2061	743
735	2072	743
736	2077	741
737	2080	738
738	2084	736
739	2088	733
740	2091	731
741	2095	728
742	2099	726
743	2102	723
744	2106	720
745	2109	718
746	2112	715
747	2115	712
748	2119	710
749	2122	707
750	2125	704
751	2128	701
752	2132	699
753	2135	696
754	2143	695
755	2146	692
756	2150	690
757	2155	688
758	2157	685
759	2161	682
760	2164	679
761	2167	677
762	2172	674
763	2175	671
764	2178	669
765	2183	667
766	2186	664
767	2189	661
768	2192	658
769	2196	656
770	2199	653
771	2202	650
772	2206	647
773	2210	645
774	2213	642
775	2217	640
776	2224	638
777	2231	636
778	2237	634
779	2240	632
780	2244	629
781	2248	626
782	2251	624
783	2255	621
784	2258	618
785	2266	617
786	2269	614
787	2272	611
788	2275	608
789	2279	605
790	2282	603
791	2285	600
792	2288	597
793	2292	594
794	2295	591
795	2298	589
796	2302	586
797	2305	583
798	2308	580
799	2313	578
800	2317	575
801	2320	572
802	2323	569
803	2326	567
804	2330	564
805	2334	561
806	2337	559
807	2341	556
808	2344	553
809	2349	551
810	2353	548
811	2356	545
812	2360	542
813	2363	540
814	2366	537
815	2373	535
816	2378	532
817	2381	529
818	2384	527
819	2388	524
820	2391	521
821	2393	518
822	2396	515
823	2399	512
824	2403	509
825	2406	506
826	2409	503
827	2412	501
828	2415	498
829	2418	495
830	2421	492
831	2424	489
832	2427	486
833	2431	483
834	2434	481
835	2437	478
836	2440	475
837	2443	472
838	2447	469
839	2451	466
840	2454	463
841	2457	461
842	2460	458
843	2462	455
844	2465	452
845	2468	449
846	2471	446
847	2475	443
848	2478	440
849	2480	437
850	2484	434
851	2487	432
852	2490	429
853	2493	426
854	2496	423
855	2499	420
856	2502	417
857	2505	414
858	2508	411
859	2511	408
860	2514	405
861	2517	403
862	2520	400
863	2524	397
864	2527	394
865	2530	391
866	2533	388
867	2536	385
868	2539	382
869	2543	380
870	2546	377
871	2549	374
872	2552	371
873	2555	368
874	2558	365
875	2561	362
876	2564	359
877	2568	356
878	2571	353
879	2574	351
880	2577	348
881	2581	345
882	2584	342
883	2587	339
884	2590	336
885	2594	333
886	2597	330
887	2600	328
888	2603	325
889	2606	322
890	2609	319
891	2613	316
892	2616	313
893	2619	310
894	2622	307
895	2625	304
896	2628	301
897	2632	298
898	2636	296
899	2639	293
900	2650	291
901	2653	288
902	2656	285
903	2659	282
904	2661	279
905	2664	276
906	2667	273
907	2670	270
908	2674	267
909	2677	264
910	2680	261
911	2683	258
912	2687	256
913	2690	253
914	2693	250
915	2697	247
916	2700	244
917	2703	241
918	2706	238
919	2709	235
920	2712	232
921	2715	229
922	2719	226
923	2722	223
924	2725	221
925	2728	218
926	2731	215
927	2735	212
928	2738	209
929	2741	206
930	2744	203
931	2747	200
932	2750	197
933	2753	194
934	2756	191
935	2759	188
936	2763	185
937	2766	182
938	2769	179
939	2772	176
940	2775	174
941	2778	171
942	2781	168
943	2784	165
944	2787	162
945	2791	159
946	2794	156
947	2798	153
948	2801	150
949	2804	147
950	2807	144
951	2810	141
952	2814	138
953	2817	135
954	2820	132
955	2823	129
956	2826	127
957	2829	124
958	2832	121
959	2836	118
960	2839	115
961	2842	112
962	2845	109
963	2849	106
964	2852	103
965	2855	100
966	2858	97
967	2861	94
968	2864	91
969	2866	88
970	2869	85
971	2872	82
972	2876	79
973	2879	76
974	2882	73
975	2885	70
976	2888	67
977	2891	65
978	2894	62
979	2897	59
980	2900	56
981	2903	53
982	2906	50
983	2909	47
984	2912	44
985	2916	41
986	2919	38
987	2922	35
988	2926	32
989	2929	29
990	2932	26
991	2935	23
992	2938	20
993	2941	17
994	2944	14
995	2947	11
996	2950	8
997	2954	5
998	2956	2
999	2960	0
